[2026-04-11 07:30:32] SERVER:0 PID:38449 user:none CMD:START RESULT:OK
[2026-04-11 07:32:22] 127.0.0.1:47494 PID:39471 user:none CMD:CONNECT RESULT:OK
[2026-04-11 07:32:22] 127.0.0.1:47494 PID:39471 user:none CMD:REGISTER user1 pass123 RESULT:RECEIVED
[2026-04-11 07:32:22] 127.0.0.1:47494 PID:39471 user:none CMD:DISCONNECT RESULT:OK
[2026-04-11 07:47:28] SERVER:0 PID:47295 user:none CMD:START RESULT:OK
[2026-04-11 07:47:47] 127.0.0.1:39844 PID:47478 user:none CMD:CONNECT RESULT:OK
[2026-04-11 07:50:03] 127.0.0.1:39844 PID:47478 user:none CMD:REGISTER user1 password RESULT:RECEIVED
[2026-04-11 07:50:26] 127.0.0.1:39844 PID:47478 user:none CMD:LOGIN user1 password RESULT:RECEIVED
[2026-04-11 07:50:32] 127.0.0.1:39844 PID:47478 user:none CMD:LOGOUT RESULT:RECEIVED
[2026-04-11 09:45:21] SERVER:0 PID:106756 user:none CMD:START RESULT:OK
[2026-04-11 09:45:36] 127.0.0.1:59870 PID:106888 user:none CMD:CONNECT RESULT:OK
[2026-04-11 09:46:00] 127.0.0.1:59870 PID:106888 user:user2 CMD:REGISTER RESULT:OK
[2026-04-11 09:46:11] 127.0.0.1:59870 PID:106888 user:user2 CMD:LOGIN RESULT:OK
[2026-04-11 09:46:25] 127.0.0.1:59870 PID:106888 user:user2 CMD:LOGOUT RESULT:OK
[2026-04-11 09:46:48] 127.0.0.1:59870 PID:106888 user:user2 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-11 09:47:10] 127.0.0.1:59870 PID:106888 user:user2 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-11 09:47:18] 127.0.0.1:59870 PID:106888 user:user2 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-11 09:47:26] 127.0.0.1:59870 PID:106888 user:user2 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-11 09:47:38] 127.0.0.1:59870 PID:106888 user:user2 CMD:LOGIN RESULT:ERR_LOCKED_NOW
[2026-04-11 09:47:46] 127.0.0.1:59870 PID:106888 user:user2 CMD:LOGIN RESULT:ERR_LOCKED
[2026-04-11 09:48:02] 127.0.0.1:59870 PID:106888 user:user2 CMD:LOGIN RESULT:ERR_LOCKED
[2026-04-11 09:48:31] 127.0.0.1:59870 PID:106888 user:user2 CMD:LOGIN RESULT:ERR_LOCKED
[2026-04-11 09:48:44] 127.0.0.1:59870 PID:106888 user:none CMD:DISCONNECT RESULT:OK
[2026-04-12 03:04:17] SERVER:0 PID:38609 user:none CMD:START RESULT:OK
[2026-04-12 03:04:51] 127.0.0.1:33002 PID:38918 user:none CMD:CONNECT RESULT:OK
[2026-04-12 03:05:33] 127.0.0.1:33002 PID:38918 user:user3 CMD:REGISTER RESULT:OK
[2026-04-12 03:05:44] 127.0.0.1:33002 PID:38918 user:user3 CMD:LOGIN RESULT:OK
[2026-04-12 03:07:06] 127.0.0.1:33002 PID:38918 user:user3 CMD:DISCONNECT RESULT:OK
[2026-04-12 03:12:43] SERVER:0 PID:42984 user:none CMD:START RESULT:OK
[2026-04-12 03:13:11] 127.0.0.1:46866 PID:43263 user:none CMD:CONNECT RESULT:OK
[2026-04-12 03:13:22] 127.0.0.1:46866 PID:43263 user:user4 CMD:REGISTER RESULT:OK
[2026-04-12 03:13:48] 127.0.0.1:46866 PID:43263 user:user4 CMD:LOGIN RESULT:OK
[2026-04-12 03:13:56] 127.0.0.1:46866 PID:43263 user:user4 CMD:LOGOUT RESULT:OK
[2026-04-12 03:14:20] 127.0.0.1:46866 PID:43263 user:unknown CMD:LEN:5000 RESULT:ERR_OVERSIZED
[2026-04-12 03:14:20] 127.0.0.1:46866 PID:43263 user:none CMD:OVERSIZED_PAYLOAD RESULT:ERR
[2026-04-12 03:15:30] 127.0.0.1:50232 PID:44419 user:none CMD:CONNECT RESULT:OK
[2026-04-12 03:15:38] 127.0.0.1:50232 PID:44419 user:none CMD:RATE_LIMIT_EXCEEDED RESULT:ERR
[2026-04-12 03:19:47] SERVER:0 PID:46649 user:none CMD:START RESULT:OK
[2026-04-12 03:20:01] 127.0.0.1:54108 PID:46791 user:none CMD:CONNECT RESULT:OK
[2026-04-12 03:20:17] 127.0.0.1:54108 PID:46791 user:user4 CMD:REGISTER RESULT:ERR_DUPLICATE
[2026-04-12 03:20:33] 127.0.0.1:54108 PID:46791 user:user4 CMD:LOGIN RESULT:OK
[2026-04-12 03:20:37] 127.0.0.1:54108 PID:46791 user:user4 CMD:LOGOUT RESULT:OK
[2026-04-12 03:20:46] 127.0.0.1:54108 PID:46791 user:unknown CMD:LEN:5000 RESULT:ERR_OVERSIZED
[2026-04-12 03:20:46] 127.0.0.1:54108 PID:46791 user:none CMD:OVERSIZED_PAYLOAD RESULT:ERR
[2026-04-12 03:27:25] SERVER:0 PID:50701 user:none CMD:START RESULT:OK
[2026-04-12 03:27:35] 127.0.0.1:59852 PID:50800 user:none CMD:CONNECT RESULT:OK
[2026-04-12 03:27:54] 127.0.0.1:59852 PID:50800 user:user4 CMD:LOGIN RESULT:OK
[2026-04-12 03:28:02] 127.0.0.1:59852 PID:50800 user:user4 CMD:RATE_LIMIT_EXCEEDED RESULT:ERR
[2026-04-12 03:41:38] SERVER:0 PID:58065 user:none CMD:START RESULT:OK
[2026-04-12 03:41:47] 127.0.0.1:37762 PID:58148 user:none CMD:CONNECT RESULT:OK
[2026-04-12 03:42:06] 127.0.0.1:37762 PID:58148 user:user4 CMD:LOGIN RESULT:OK
[2026-04-12 03:42:24] 127.0.0.1:37762 PID:58148 user:user4 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 03:42:24] 127.0.0.1:37762 PID:58148 user:user4 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 03:42:24] 127.0.0.1:37762 PID:58148 user:user4 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 03:42:24] 127.0.0.1:37762 PID:58148 user:user4 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 03:42:24] 127.0.0.1:37762 PID:58148 user:user4 CMD:LOGIN RESULT:ERR_LOCKED_NOW
[2026-04-12 03:43:41] 127.0.0.1:37762 PID:58148 user:user4 CMD:DISCONNECT RESULT:OK
[2026-04-12 03:58:56] SERVER:0 PID:67056 user:none CMD:START RESULT:OK
[2026-04-12 03:59:02] 127.0.0.1:58552 PID:67100 user:none CMD:CONNECT RESULT:OK
[2026-04-12 03:59:10] 127.0.0.1:58552 PID:67100 user:user4 CMD:LOGIN RESULT:OK
[2026-04-12 03:59:22] 127.0.0.1:58552 PID:67100 user:unknown CMD:LEN:5000 RESULT:ERR_OVERSIZED
[2026-04-12 03:59:22] 127.0.0.1:58552 PID:67100 user:none CMD:OVERSIZED_PAYLOAD RESULT:ERR
[2026-04-12 03:59:28] 127.0.0.1:51128 PID:67334 user:none CMD:CONNECT RESULT:OK
[2026-04-12 03:59:34] 127.0.0.1:51128 PID:67334 user:user4 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 03:59:34] 127.0.0.1:51128 PID:67334 user:user4 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 03:59:34] 127.0.0.1:51128 PID:67334 user:user4 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 03:59:34] 127.0.0.1:51128 PID:67334 user:user4 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 03:59:34] 127.0.0.1:51128 PID:67334 user:user4 CMD:LOGIN RESULT:ERR_LOCKED_NOW
[2026-04-12 04:09:26] 127.0.0.1:51128 PID:67334 user:user3 CMD:LOGIN RESULT:OK
[2026-04-12 04:09:31] 127.0.0.1:51128 PID:67334 user:user3 CMD:RATE_LIMIT_EXCEEDED RESULT:ERR
[2026-04-12 09:36:30] SERVER:0 PID:3015 user:none CMD:START RESULT:OK
[2026-04-12 10:07:08] IP:SERVER PORT:50979 PID:18860 USER:system CMD:SERVER_START RESULT:OK
[2026-04-12 10:28:32] IP:127.0.0.1 PORT:34338 PID:29737 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 10:29:09] IP:127.0.0.1 PORT:34338 PID:29737 USER:IT24102979 CMD:REGISTER RESULT:OK
[2026-04-12 10:34:58] IP:127.0.0.1 PORT:34338 PID:29737 USER:IT24102979 CMD:LOGIN RESULT:OK
[2026-04-12 10:38:21] IP:127.0.0.1 PORT:34338 PID:29737 USER:IT24102979 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 10:38:21] IP:127.0.0.1 PORT:34338 PID:29737 USER:IT24102979 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 10:38:21] IP:127.0.0.1 PORT:34338 PID:29737 USER:IT24102979 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 10:38:21] IP:127.0.0.1 PORT:34338 PID:29737 USER:IT24102979 CMD:LOGIN RESULT:ERR_WRONG_PASS
[2026-04-12 10:38:21] IP:127.0.0.1 PORT:34338 PID:29737 USER:IT24102979 CMD:LOGIN RESULT:ERR_LOCKED_NOW
[2026-04-12 10:46:40] IP:127.0.0.1 PORT:34338 PID:29737 USER:IT24102979 CMD:DISCONNECT RESULT:OK
[2026-04-12 10:47:04] IP:SERVER PORT:50979 PID:39339 USER:system CMD:SERVER_START RESULT:OK
[2026-04-12 11:00:48] IP:127.0.0.1 PORT:36278 PID:46330 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:01:11] IP:127.0.0.1 PORT:36278 PID:46330 USER:unknown CMD:Thisul password RESULT:ERR_INVALID_HEADER
[2026-04-12 11:01:11] IP:127.0.0.1 PORT:36278 PID:46330 USER:none CMD:BAD_HEADER RESULT:ERR_INVALID
[2026-04-12 11:01:22] IP:127.0.0.1 PORT:36278 PID:46330 USER:unknown CMD:Thisul RESULT:ERR_INVALID_HEADER
[2026-04-12 11:01:22] IP:127.0.0.1 PORT:36278 PID:46330 USER:none CMD:BAD_HEADER RESULT:ERR_INVALID
[2026-04-12 11:01:27] IP:127.0.0.1 PORT:36278 PID:46330 USER:unknown CMD:1 RESULT:ERR_INVALID_HEADER
[2026-04-12 11:01:27] IP:127.0.0.1 PORT:36278 PID:46330 USER:none CMD:BAD_HEADER RESULT:ERR_INVALID
[2026-04-12 11:02:01] IP:127.0.0.1 PORT:36278 PID:46330 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:03:57] IP:SERVER PORT:50979 PID:47972 USER:system CMD:SERVER_START RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60536 PID:48219 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60536 PID:48219 USER:stressuser0 CMD:REGISTER RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60544 PID:48221 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60544 PID:48221 USER:stressuser1 CMD:REGISTER RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60556 PID:48224 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60556 PID:48224 USER:stressuser2 CMD:REGISTER RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60564 PID:48233 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60564 PID:48233 USER:stressuser3 CMD:REGISTER RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60572 PID:48235 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60572 PID:48235 USER:stressuser4 CMD:REGISTER RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60578 PID:48237 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60578 PID:48237 USER:stressuser5 CMD:REGISTER RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60594 PID:48239 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60594 PID:48239 USER:stressuser6 CMD:REGISTER RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60598 PID:48241 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60598 PID:48241 USER:stressuser7 CMD:REGISTER RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60614 PID:48243 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60614 PID:48243 USER:stressuser8 CMD:REGISTER RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60626 PID:48245 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:04:23] IP:127.0.0.1 PORT:60626 PID:48245 USER:stressuser9 CMD:REGISTER RESULT:OK
[2026-04-12 11:04:38] IP:127.0.0.1 PORT:60536 PID:48219 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:04:38] IP:127.0.0.1 PORT:60544 PID:48221 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:04:38] IP:127.0.0.1 PORT:60556 PID:48224 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:04:38] IP:127.0.0.1 PORT:60564 PID:48233 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:04:38] IP:127.0.0.1 PORT:60572 PID:48235 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:04:38] IP:127.0.0.1 PORT:60578 PID:48237 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:04:38] IP:127.0.0.1 PORT:60594 PID:48239 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:04:38] IP:127.0.0.1 PORT:60598 PID:48241 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:04:38] IP:127.0.0.1 PORT:60614 PID:48243 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:04:38] IP:127.0.0.1 PORT:60626 PID:48245 USER:none CMD:DISCONNECT RESULT:OK
[2026-04-12 11:07:13] IP:SERVER PORT:50979 PID:49814 USER:system CMD:SERVER_START RESULT:OK
[2026-04-12 11:07:31] IP:127.0.0.1 PORT:43326 PID:49996 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:07:31] IP:127.0.0.1 PORT:43326 PID:49996 USER:stressuser0 CMD:REGISTER RESULT:ERR_DUPLICATE
[2026-04-12 11:07:31] IP:127.0.0.1 PORT:43336 PID:49998 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:07:31] IP:127.0.0.1 PORT:43336 PID:49998 USER:stressuser1 CMD:REGISTER RESULT:ERR_DUPLICATE
[2026-04-12 11:07:31] IP:127.0.0.1 PORT:43342 PID:50000 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:07:31] IP:127.0.0.1 PORT:43342 PID:50000 USER:stressuser2 CMD:REGISTER RESULT:ERR_DUPLICATE
[2026-04-12 11:07:31] IP:127.0.0.1 PORT:43350 PID:50002 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:07:31] IP:127.0.0.1 PORT:43350 PID:50002 USER:stressuser3 CMD:REGISTER RESULT:ERR_DUPLICATE
[2026-04-12 11:07:31] IP:127.0.0.1 PORT:43358 PID:50004 USER:none CMD:CONNECT RESULT:OK
[2026-04-12 11:07:31] IP:127.0.0.1 PORT:43358 PID:50004 USER:stressuser4 CMD:REGISTER RESULT:ERR_DUPLICATE
[2026-04-12 11:07:32] IP:127.0.0.1 PORT:43368 PID:50006 USER:none CMD:CONNECT RESULT:OK
